student_id,student_number,first_name,last_name,gender,date_of_birth,department_id,programme,level,admission_year
345,STU20230345,Grace,Eze,Male,2001-09-22,2,Mathematics,400,2021
346,STU20230346,Chioma,Okeke,Male,2004-12-05,1,Computer Science,400,2021
347,STU20230347,David,Eze,Male,1999-06-12,2,Mathematics,300,2022
348,STU20230348,Michael,Nwosu,Male,1999-09-19,4,Economics,100,2022
349,STU20230349,Amaka,Obi,Male,2004-10-22,4,Economics,400,2022
350,STU20230350,Victor,Eze,Male,1999-10-24,1,Computer Science,400,2023
351,STU20230351,Amaka,Nwosu,Male,2002-11-03,4,Economics,200,2023
352,STU20230352,Joy,Adebayo,Male,2006-10-17,1,Computer Science,200,2024
353,STU20230353,Samuel,Okafor,Male,2005-07-04,3,Accounting,200,2024
354,STU20230354,Daniel,Okafor,Female,2003-03-13,1,Computer Science,400,2023
355,STU20230355,Michael,Uche,Male,1998-10-03,2,Mathematics,100,2023
356,STU20230356,Chinedu,Okafor,Female,2006-05-21,2,Mathematics,400,2024
357,STU20230357,Adaeze,Olawale,Male,2002-02-10,4,Economics,100,2022
358,STU20230358,Daniel,Okeke,Female,1999-05-23,2,Mathematics,400,2022
359,STU20230359,Ngozi,Eze,Female,1999-08-20,1,Computer Science,100,2023
360,STU20230360,Adaeze,Okafor,Male,1998-03-16,2,Mathematics,300,2023
361,STU20230361,Amaka,Nwosu,Female,1999-01-11,2,Mathematics,400,2023
362,STU20230362,Ifeanyi,Adeyemi,Male,2005-08-17,1,Computer Science,300,2021
363,STU20230363,Joy,Adeyemi,Male,2003-03-09,4,Economics,100,2021
364,STU20230364,Chioma,Olawale,Male,1998-01-08,2,Mathematics,100,2024
365,STU20230365,David,Nwosu,Male,1998-09-26,3,Accounting,400,2022
366,STU20230366,Ngozi,Ibrahim,Female,2002-02-19,3,Accounting,300,2021
367,STU20230367,Emeka,Obi,Male,2004-02-15,1,Computer Science,300,2023
368,STU20230368,Adaeze,Olawale,Female,1998-06-07,3,Accounting,300,2023
369,STU20230369,Grace,Okeke,Female,2001-12-18,2,Mathematics,200,2022
370,STU20230370,Victor,Ibrahim,Male,2001-09-12,1,Computer Science,100,2023
371,STU20230371,Michael,Ibrahim,Female,1999-04-17,1,Computer Science,200,2024
372,STU20230372,Chinedu,Nwosu,Female,1999-01-08,4,Economics,400,2023
373,STU20230373,Chioma,Eze,Male,2006-03-21,4,Economics,400,2021
374,STU20230374,David,Nwosu,Male,2002-05-28,1,Computer Science,300,2024
375,STU20230375,Amaka,Uche,Female,2001-02-07,3,Accounting,200,2021
376,STU20230376,Adaeze,Nwosu,Female,2005-06-14,2,Mathematics,100,2023
377,STU20230377,Grace,Adebayo,Female,2002-02-03,2,Mathematics,200,2023
378,STU20230378,Ngozi,Okeke,Male,1999-12-08,1,Computer Science,300,2024
379,STU20230379,Samuel,Adebayo,Female,2000-01-13,1,Computer Science,400,2022
380,STU20230380,Grace,Eze,Male,1999-01-02,1,Computer Science,200,2022
381,STU20230381,Joy,Ibrahim,Female,1999-10-19,2,Mathematics,300,2021
382,STU20230382,Adaeze,Obi,Female,2000-02-28,1,Computer Science,300,2021
383,STU20230383,Grace,Okafor,Male,2004-12-13,1,Computer Science,400,2021
384,STU20230384,Samuel,Ibrahim,Male,2003-04-06,4,Economics,300,2023
385,STU20230385,Victor,Nwosu,Male,2001-11-10,4,Economics,400,2024
386,STU20230386,Chinedu,Eze,Female,2004-03-14,4,Economics,200,2022
387,STU20230387,David,Okeke,Female,2006-08-12,1,Computer Science,300,2024
388,STU20230388,Emeka,Okafor,Female,2001-01-26,3,Accounting,300,2021
389,STU20230389,Daniel,Okeke,Male,2000-02-08,4,Economics,200,2023
390,STU20230390,Michael,Obi,Female,2003-03-06,1,Computer Science,200,2023
391,STU20230391,Victor,Adeyemi,Male,2003-10-19,3,Accounting,200,2022
392,STU20230392,Daniel,Adebayo,Male,2005-01-03,4,Economics,100,2022
393,STU20230393,Chinedu,Olawale,Female,1998-06-20,2,Mathematics,200,2022
394,STU20230394,Chioma,Nwosu,Female,1998-01-05,3,Accounting,200,2021
395,STU20230395,Adaeze,Okeke,Female,1999-06-10,3,Accounting,300,2022
396,STU20230396,Chioma,Ibrahim,Female,2003-03-23,2,Mathematics,300,2022
397,STU20230397,David,Adebayo,Female,2000-03-24,2,Mathematics,100,2024
398,STU20230398,Emeka,Adeyemi,Female,2001-11-19,1,Computer Science,100,2024
399,STU20230399,Amaka,Eze,Male,2003-06-06,2,Mathematics,100,2023
400,STU20230400,Chinedu,Adebayo,Male,2001-12-03,4,Economics,300,2023
401,STU20230401,Chioma,Okafor,Male,2004-08-24,1,Computer Science,400,2022
402,STU20230402,Grace,Ibrahim,Female,2006-07-04,4,Economics,400,2022
403,STU20230403,Grace,Eze,Male,2002-01-11,2,Mathematics,300,2021
404,STU20230404,Amaka,Nwosu,Female,2000-12-03,1,Computer Science,100,2023
405,STU20230405,Chioma,Okafor,Female,2000-10-14,4,Economics,200,2021
406,STU20230406,Amaka,Obi,Male,2004-12-18,1,Computer Science,300,2023
407,STU20230407,Ngozi,Eze,Male,2004-10-18,3,Accounting,400,2022
408,STU20230408,Amaka,Okafor,Female,1999-05-27,1,Computer Science,400,2022
409,STU20230409,Chinedu,Obi,Male,2002-02-16,1,Computer Science,100,2023
410,STU20230410,Grace,Uche,Female,1999-11-18,4,Economics,400,2022
411,STU20230411,Victor,Ibrahim,Female,2000-08-02,3,Accounting,300,2024
412,STU20230412,Ifeanyi,Obi,Female,1998-03-25,4,Economics,100,2021
413,STU20230413,Michael,Olawale,Female,2001-09-02,3,Accounting,400,2024
414,STU20230414,Esther,Obi,Female,2002-02-13,4,Economics,100,2022
415,STU20230415,Michael,Uche,Male,2000-04-26,1,Computer Science,200,2022
416,STU20230416,David,Eze,Female,2001-11-05,1,Computer Science,300,2023
417,STU20230417,Adaeze,Ibrahim,Female,2006-06-28,1,Computer Science,300,2024
418,STU20230418,Michael,Adeyemi,Female,1999-07-05,1,Computer Science,200,2021
419,STU20230419,Esther,Eze,Female,2006-06-14,1,Computer Science,300,2024
420,STU20230420,Esther,Adeyemi,Female,1998-03-09,4,Economics,400,2022
421,STU20230421,Chinedu,Ibrahim,Female,2001-01-24,4,Economics,400,2023
422,STU20230422,Chinedu,Okeke,Female,2002-05-27,3,Accounting,400,2021
423,STU20230423,Emeka,Adebayo,Female,2003-05-24,2,Mathematics,400,2021
424,STU20230424,Grace,Obi,Female,2005-09-28,2,Mathematics,300,2021
425,STU20230425,Adaeze,Adebayo,Female,2000-09-19,2,Mathematics,100,2022
426,STU20230426,Victor,Obi,Male,2001-01-15,2,Mathematics,100,2023
427,STU20230427,Ifeanyi,Okeke,Female,2006-07-21,2,Mathematics,100,2021
428,STU20230428,Amaka,Uche,Female,2000-08-19,2,Mathematics,300,2023
429,STU20230429,Joy,Adebayo,Male,2002-01-13,2,Mathematics,100,2022
430,STU20230430,Joy,Obi,Male,2001-05-21,2,Mathematics,400,2021
431,STU20230431,Grace,Nwosu,Male,1998-04-09,1,Computer Science,300,2023
432,STU20230432,Victor,Ibrahim,Female,2005-05-07,4,Economics,400,2023
433,STU20230433,Esther,Eze,Male,2006-11-27,4,Economics,300,2023
434,STU20230434,Samuel,Eze,Female,1999-06-09,3,Accounting,300,2023
435,STU20230435,Samuel,Adebayo,Male,2000-09-25,3,Accounting,200,2021
436,STU20230436,Samuel,Okeke,Male,1998-11-16,4,Economics,300,2023
437,STU20230437,David,Ibrahim,Male,2001-06-24,4,Economics,200,2024
438,STU20230438,Daniel,Adebayo,Male,2006-03-10,3,Accounting,100,2024
439,STU20230439,Chioma,Adebayo,Male,2003-11-03,2,Mathematics,200,2023
440,STU20230440,Chioma,Adebayo,Female,2003-06-09,2,Mathematics,300,2024
441,STU20230441,Grace,Okafor,Male,2005-04-17,1,Computer Science,100,2024
442,STU20230442,David,Okafor,Male,2000-04-11,3,Accounting,400,2024
443,STU20230443,Amaka,Nwosu,Male,2005-06-21,2,Mathematics,200,2023
444,STU20230444,Chinedu,Uche,Female,2001-03-19,1,Computer Science,200,2024
445,STU20230445,Emeka,Adeyemi,Female,2004-07-14,1,Computer Science,400,2024
446,STU20230446,Chinedu,Olawale,Male,2003-01-11,1,Computer Science,200,2021
447,STU20230447,Samuel,Obi,Male,2003-05-05,1,Computer Science,100,2024
448,STU20230448,Emeka,Eze,Male,2002-05-15,3,Accounting,300,2024
449,STU20230449,Amaka,Uche,Female,2001-03-26,2,Mathematics,400,2021
450,STU20230450,Ngozi,Nwosu,Male,1998-10-17,2,Mathematics,200,2021
451,STU20230451,Chioma,Okafor,Female,2002-09-20,3,Accounting,100,2021
452,STU20230452,Samuel,Okafor,Male,1999-07-15,1,Computer Science,400,2021
453,STU20230453,Grace,Nwosu,Male,1998-05-14,3,Accounting,100,2023
454,STU20230454,David,Eze,Male,2002-02-26,2,Mathematics,100,2024
455,STU20230455,Esther,Obi,Female,2006-04-12,2,Mathematics,400,2023
456,STU20230456,Chinedu,Olawale,Female,2001-12-16,2,Mathematics,300,2022
457,STU20230457,Chinedu,Eze,Male,2005-03-03,1,Computer Science,100,2021
458,STU20230458,Samuel,Obi,Female,2002-05-15,3,Accounting,100,2021
459,STU20230459,Joy,Okafor,Female,2003-11-11,2,Mathematics,400,2021
460,STU20230460,Joy,Okafor,Male,2000-11-21,1,Computer Science,200,2023
461,STU20230461,Victor,Uche,Female,1999-06-27,3,Accounting,300,2022
462,STU20230462,David,Ibrahim,Female,2002-07-23,1,Computer Science,400,2024
463,STU20230463,Adaeze,Nwosu,Male,2000-02-14,2,Mathematics,400,2024
464,STU20230464,Esther,Ibrahim,Female,1998-11-27,2,Mathematics,200,2024
465,STU20230465,Adaeze,Ibrahim,Female,1998-02-09,4,Economics,300,2021
466,STU20230466,Samuel,Okeke,Male,2004-11-24,2,Mathematics,200,2024
467,STU20230467,Samuel,Ibrahim,Male,2006-10-02,3,Accounting,100,2022
468,STU20230468,Joy,Uche,Male,1999-08-11,4,Economics,200,2023
469,STU20230469,Chinedu,Olawale,Male,2006-11-13,3,Accounting,400,2022
470,STU20230470,Grace,Uche,Female,1999-08-15,1,Computer Science,300,2021
471,STU20230471,Chioma,Okafor,Male,2004-07-02,4,Economics,100,2021
472,STU20230472,Victor,Olawale,Male,2005-06-12,3,Accounting,100,2022
473,STU20230473,Amaka,Olawale,Female,2003-12-15,4,Economics,100,2021
474,STU20230474,Chinedu,Okeke,Female,2002-09-17,2,Mathematics,300,2021
475,STU20230475,Victor,Nwosu,Female,2000-12-24,1,Computer Science,400,2021
476,STU20230476,Esther,Obi,Male,1999-07-07,3,Accounting,400,2022
477,STU20230477,Adaeze,Ibrahim,Male,1999-08-15,3,Accounting,200,2024
478,STU20230478,Daniel,Okafor,Female,2005-09-25,1,Computer Science,200,2022
479,STU20230479,Adaeze,Ibrahim,Female,2006-07-14,2,Mathematics,200,2023
480,STU20230480,Amaka,Adebayo,Female,2000-03-14,4,Economics,300,2023
481,STU20230481,Ngozi,Obi,Female,2003-11-05,2,Mathematics,200,2023
482,STU20230482,Michael,Okeke,Female,2004-11-24,1,Computer Science,300,2024
483,STU20230483,Daniel,Eze,Male,2004-03-02,1,Computer Science,100,2022
484,STU20230484,Michael,Nwosu,Female,2002-03-27,3,Accounting,100,2023
485,STU20230485,Michael,Olawale,Male,2003-08-04,2,Mathematics,200,2024
486,STU20230486,Daniel,Adebayo,Male,2004-07-14,2,Mathematics,300,2021
487,STU20230487,Chioma,Adebayo,Male,2005-04-21,1,Computer Science,300,2022
488,STU20230488,Ifeanyi,Uche,Male,1999-03-06,2,Mathematics,100,2024
489,STU20230489,David,Adebayo,Female,2000-03-19,1,Computer Science,300,2021
490,STU20230490,Grace,Nwosu,Male,2000-06-20,3,Accounting,100,2023
491,STU20230491,Michael,Adeyemi,Female,1999-12-11,4,Economics,200,2022
492,STU20230492,Michael,Olawale,Male,2004-09-18,1,Computer Science,400,2021
493,STU20230493,Ngozi,Obi,Female,2003-06-10,3,Accounting,200,2024
494,STU20230494,Adaeze,Okeke,Female,2001-11-20,1,Computer Science,200,2021
495,STU20230495,David,Eze,Female,2002-09-24,3,Accounting,300,2021
496,STU20230496,Daniel,Olawale,Female,2005-01-10,3,Accounting,200,2023
497,STU20230497,Adaeze,Nwosu,Male,1999-04-22,1,Computer Science,200,2024
498,STU20230498,Ngozi,Olawale,Female,1999-12-22,1,Computer Science,200,2021
499,STU20230499,Chioma,Okeke,Male,1999-02-02,4,Economics,200,2023
500,STU20230500,Esther,Obi,Female,2004-07-15,1,Computer Science,400,2024
501,STU20230501,Chinedu,Ibrahim,Male,2006-01-21,3,Accounting,100,2021
502,STU20230502,Amaka,Olawale,Male,2002-11-10,1,Computer Science,100,2023
503,STU20230503,David,Ibrahim,Male,2005-03-18,4,Economics,200,2022
504,STU20230504,Michael,Olawale,Female,2000-05-22,4,Economics,300,2021
505,STU20230505,Adaeze,Okafor,Male,2004-09-18,2,Mathematics,100,2023
506,STU20230506,Chioma,Okeke,Male,2004-11-28,2,Mathematics,200,2022
507,STU20230507,Ngozi,Adeyemi,Female,2001-02-06,2,Mathematics,100,2024
508,STU20230508,Ifeanyi,Eze,Female,1999-04-24,1,Computer Science,400,2023
509,STU20230509,Emeka,Obi,Male,2002-10-03,3,Accounting,200,2023
510,STU20230510,Grace,Okeke,Female,2000-10-19,4,Economics,300,2023
511,STU20230511,Emeka,Okafor,Female,2001-04-23,4,Economics,400,2023
512,STU20230512,Emeka,Okeke,Female,2005-08-12,3,Accounting,300,2024
513,STU20230513,Emeka,Adeyemi,Male,2002-03-18,1,Computer Science,200,2023
514,STU20230514,Chioma,Eze,Male,2006-11-01,1,Computer Science,400,2022
515,STU20230515,Daniel,Adebayo,Female,2000-06-13,1,Computer Science,200,2023
516,STU20230516,Grace,Olawale,Male,2004-06-17,2,Mathematics,100,2022
517,STU20230517,Michael,Olawale,Male,2005-03-06,2,Mathematics,200,2024
518,STU20230518,Chinedu,Obi,Female,2001-02-09,3,Accounting,300,2022
519,STU20230519,Samuel,Obi,Female,2004-08-15,1,Computer Science,100,2021
520,STU20230520,Adaeze,Olawale,Female,2002-10-18,3,Accounting,200,2024
521,STU20230521,Amaka,Adeyemi,Male,2006-05-13,4,Economics,200,2024
522,STU20230522,Joy,Okeke,Female,2005-10-01,3,Accounting,200,2024
523,STU20230523,Ngozi,Eze,Female,2001-03-06,2,Mathematics,200,2023
524,STU20230524,Samuel,Obi,Female,2003-12-04,1,Computer Science,400,2024
525,STU20230525,Ngozi,Adeyemi,Male,2004-01-08,4,Economics,100,2022
526,STU20230526,Emeka,Olawale,Male,2000-01-06,2,Mathematics,300,2022
527,STU20230527,Esther,Adeyemi,Male,2002-02-07,4,Economics,400,2024
528,STU20230528,Emeka,Obi,Female,2000-10-27,4,Economics,200,2023
529,STU20230529,Chioma,Okeke,Female,1999-04-13,2,Mathematics,400,2022
530,STU20230530,Chinedu,Obi,Female,2000-10-04,1,Computer Science,200,2024
531,STU20230531,Victor,Olawale,Male,1999-08-22,1,Computer Science,200,2021
532,STU20230532,Daniel,Ibrahim,Female,1998-12-17,4,Economics,400,2022
533,STU20230533,Michael,Ibrahim,Female,1999-07-05,4,Economics,300,2024
534,STU20230534,Victor,Eze,Female,2006-07-09,2,Mathematics,200,2021
535,STU20230535,Esther,Olawale,Male,2006-01-13,1,Computer Science,200,2023
536,STU20230536,Amaka,Eze,Male,2004-11-19,4,Economics,300,2023
537,STU20230537,Esther,Okeke,Female,2004-04-14,4,Economics,400,2022
538,STU20230538,Daniel,Olawale,Female,2002-05-19,3,Accounting,300,2024
539,STU20230539,Joy,Eze,Male,2005-12-06,2,Mathematics,100,2022
540,STU20230540,Michael,Okeke,Male,2000-07-21,4,Economics,100,2021
541,STU20230541,Grace,Adeyemi,Female,1999-02-09,2,Mathematics,200,2023
542,STU20230542,Esther,Okafor,Female,2004-10-21,1,Computer Science,300,2021
543,STU20230543,Samuel,Uche,Female,1998-04-28,2,Mathematics,300,2022
544,STU20230544,Michael,Adeyemi,Male,2000-11-02,1,Computer Science,300,2022
545,STU20230545,Emeka,Eze,Female,2004-06-22,1,Computer Science,400,2024
546,STU20230546,Daniel,Okafor,Male,1999-09-10,2,Mathematics,300,2023
547,STU20230547,Ngozi,Adeyemi,Male,2005-07-19,3,Accounting,100,2023
548,STU20230548,David,Olawale,Male,2006-02-17,2,Mathematics,300,2023
549,STU20230549,Michael,Olawale,Female,2006-10-09,1,Computer Science,400,2024
550,STU20230550,Michael,Obi,Female,2005-11-15,4,Economics,100,2024
551,STU20230551,Ifeanyi,Eze,Female,2001-11-23,1,Computer Science,200,2023
552,STU20230552,Amaka,Olawale,Male,2002-04-10,4,Economics,100,2024
553,STU20230553,Adaeze,Olawale,Male,2005-06-12,3,Accounting,200,2023
554,STU20230554,Chioma,Obi,Female,2001-04-24,2,Mathematics,200,2023
555,STU20230555,Ngozi,Obi,Male,2003-03-25,2,Mathematics,100,2021
556,STU20230556,Samuel,Uche,Male,2006-01-28,1,Computer Science,400,2023
557,STU20230557,Grace,Adeyemi,Female,2005-03-25,3,Accounting,300,2024
558,STU20230558,Michael,Adeyemi,Male,1998-09-26,2,Mathematics,400,2024
559,STU20230559,Daniel,Okeke,Female,2000-08-04,1,Computer Science,400,2023
560,STU20230560,Chinedu,Obi,Female,1999-06-12,1,Computer Science,300,2022
561,STU20230561,Ngozi,Adebayo,Female,2003-06-06,3,Accounting,400,2024
562,STU20230562,David,Okeke,Female,2004-05-15,2,Mathematics,200,2022
563,STU20230563,Joy,Eze,Female,2001-09-14,2,Mathematics,400,2022
564,STU20230564,Michael,Nwosu,Female,1998-03-14,2,Mathematics,400,2022
565,STU20230565,Michael,Uche,Female,2002-09-28,3,Accounting,100,2024
566,STU20230566,Chioma,Nwosu,Male,2001-05-16,1,Computer Science,100,2024
567,STU20230567,Ifeanyi,Okeke,Female,2006-09-26,3,Accounting,300,2023
568,STU20230568,David,Eze,Female,2001-10-19,1,Computer Science,200,2023
569,STU20230569,Amaka,Olawale,Female,2005-02-13,3,Accounting,300,2024
570,STU20230570,Joy,Nwosu,Female,2004-11-20,2,Mathematics,400,2021
571,STU20230571,Emeka,Okeke,Male,2003-06-21,1,Computer Science,300,2023
572,STU20230572,Ifeanyi,Uche,Female,2006-08-14,4,Economics,200,2022
573,STU20230573,Emeka,Obi,Female,1999-04-06,1,Computer Science,400,2021
574,STU20230574,Adaeze,Uche,Male,1998-07-17,1,Computer Science,100,2021
575,STU20230575,Esther,Nwosu,Male,2004-05-08,3,Accounting,200,2023
576,STU20230576,Samuel,Nwosu,Male,2006-03-01,4,Economics,100,2023
577,STU20230577,Joy,Uche,Female,2006-05-18,3,Accounting,400,2022
578,STU20230578,Esther,Adeyemi,Female,2004-09-21,2,Mathematics,300,2023
579,STU20230579,Daniel,Obi,Male,2005-05-12,4,Economics,400,2023
580,STU20230580,Ifeanyi,Okafor,Male,2006-03-12,2,Mathematics,300,2024
581,STU20230581,Chioma,Uche,Female,2002-01-25,1,Computer Science,400,2023
582,STU20230582,Michael,Okafor,Female,2001-07-18,2,Mathematics,400,2024
583,STU20230583,Emeka,Ibrahim,Female,2001-05-03,2,Mathematics,400,2022
584,STU20230584,Ifeanyi,Olawale,Female,2004-04-28,3,Accounting,100,2022
585,STU20230585,Ifeanyi,Eze,Female,2005-05-23,2,Mathematics,400,2022
586,STU20230586,Chinedu,Nwosu,Male,2006-01-06,3,Accounting,100,2023
587,STU20230587,Emeka,Uche,Male,2001-02-05,3,Accounting,100,2024
588,STU20230588,Amaka,Ibrahim,Female,2005-06-15,2,Mathematics,100,2023
589,STU20230589,Joy,Nwosu,Male,2002-07-03,1,Computer Science,400,2022
590,STU20230590,Victor,Adebayo,Female,1998-02-25,2,Mathematics,200,2024
591,STU20230591,Ngozi,Okafor,Male,2005-12-25,4,Economics,100,2022
592,STU20230592,David,Adebayo,Female,2000-11-24,4,Economics,100,2021
593,STU20230593,Grace,Adebayo,Male,2003-01-28,3,Accounting,200,2021
594,STU20230594,Samuel,Ibrahim,Female,1998-03-26,2,Mathematics,300,2021
595,STU20230595,Michael,Obi,Male,1998-10-26,4,Economics,400,2022
596,STU20230596,Michael,Eze,Male,2000-08-03,3,Accounting,300,2021
597,STU20230597,Amaka,Nwosu,Male,2000-08-08,1,Computer Science,300,2023
598,STU20230598,Chioma,Obi,Male,2004-06-24,4,Economics,200,2023
599,STU20230599,Grace,Uche,Female,2006-12-16,1,Computer Science,200,2022
600,STU20230600,Amaka,Uche,Female,2006-03-03,3,Accounting,200,2024
601,STU20230601,Joy,Adebayo,Female,2005-01-25,3,Accounting,400,2022
602,STU20230602,Esther,Okeke,Male,2003-12-03,1,Computer Science,400,2022
603,STU20230603,Michael,Olawale,Male,2002-06-14,4,Economics,300,2021
604,STU20230604,Daniel,Eze,Male,2000-03-28,1,Computer Science,100,2022
605,STU20230605,Grace,Obi,Male,1998-10-21,1,Computer Science,400,2024
606,STU20230606,Chinedu,Okeke,Male,1999-01-07,3,Accounting,400,2021
607,STU20230607,Michael,Okafor,Female,2006-12-14,4,Economics,300,2021
608,STU20230608,Daniel,Okafor,Male,2002-02-07,3,Accounting,100,2021
609,STU20230609,Daniel,Ibrahim,Male,2001-09-22,2,Mathematics,200,2022
610,STU20230610,Chioma,Eze,Female,2005-12-22,4,Economics,400,2021
611,STU20230611,Michael,Nwosu,Female,2006-06-22,2,Mathematics,200,2024
612,STU20230612,Victor,Okeke,Female,2003-07-25,3,Accounting,400,2023
613,STU20230613,Esther,Olawale,Male,2004-09-24,2,Mathematics,300,2023
614,STU20230614,Grace,Ibrahim,Male,1998-05-20,4,Economics,100,2022
615,STU20230615,Chinedu,Adebayo,Male,2001-06-01,3,Accounting,300,2022
616,STU20230616,Chinedu,Uche,Female,2000-03-09,1,Computer Science,300,2022
617,STU20230617,Ifeanyi,Adebayo,Male,2004-10-07,2,Mathematics,100,2023
618,STU20230618,Emeka,Uche,Male,2002-01-24,4,Economics,400,2021
619,STU20230619,Victor,Okeke,Female,2004-07-28,1,Computer Science,100,2022
620,STU20230620,Samuel,Ibrahim,Male,2002-09-02,1,Computer Science,300,2022
621,STU20230621,Daniel,Obi,Male,1998-11-24,3,Accounting,400,2024
622,STU20230622,Ngozi,Ibrahim,Female,2004-03-05,1,Computer Science,300,2021
623,STU20230623,Esther,Okafor,Female,2002-02-13,4,Economics,400,2022
624,STU20230624,Grace,Olawale,Male,2005-07-21,2,Mathematics,200,2022
625,STU20230625,Adaeze,Adebayo,Female,2003-11-19,2,Mathematics,100,2021
626,STU20230626,David,Okeke,Female,2001-06-12,4,Economics,100,2023
627,STU20230627,Amaka,Adeyemi,Female,2000-08-02,2,Mathematics,200,2022
628,STU20230628,Emeka,Eze,Male,1998-04-20,3,Accounting,200,2023
629,STU20230629,Amaka,Eze,Female,2005-08-01,1,Computer Science,300,2022
630,STU20230630,Ngozi,Olawale,Female,2006-08-20,2,Mathematics,200,2021
631,STU20230631,Esther,Olawale,Male,2002-03-02,4,Economics,300,2022
632,STU20230632,Chinedu,Uche,Male,1999-07-22,3,Accounting,300,2023
633,STU20230633,Chinedu,Adebayo,Female,2001-07-17,1,Computer Science,100,2023
634,STU20230634,Joy,Adeyemi,Male,2000-04-17,4,Economics,400,2021
635,STU20230635,Ngozi,Olawale,Female,2003-08-13,1,Computer Science,200,2021
636,STU20230636,Samuel,Okeke,Female,2002-04-17,3,Accounting,300,2021
637,STU20230637,Victor,Ibrahim,Male,2006-05-08,3,Accounting,200,2023
638,STU20230638,Samuel,Nwosu,Male,2004-09-22,4,Economics,200,2024
639,STU20230639,Esther,Nwosu,Female,2002-10-11,2,Mathematics,400,2022
640,STU20230640,Samuel,Nwosu,Male,2000-05-23,2,Mathematics,200,2024
641,STU20230641,Samuel,Adeyemi,Male,2003-02-18,2,Mathematics,100,2022
642,STU20230642,Joy,Nwosu,Male,2003-07-14,3,Accounting,300,2024
643,STU20230643,Emeka,Obi,Male,2000-03-01,3,Accounting,300,2022
644,STU20230644,Ngozi,Okafor,Female,1999-12-25,2,Mathematics,400,2022
645,STU20230645,Chioma,Okeke,Male,2004-08-16,4,Economics,200,2022
646,STU20230646,Ngozi,Okafor,Female,1998-05-14,2,Mathematics,200,2022
647,STU20230647,Adaeze,Nwosu,Female,2005-12-11,2,Mathematics,400,2022
648,STU20230648,David,Okafor,Female,2003-07-20,4,Economics,100,2021
649,STU20230649,Grace,Okafor,Male,2006-09-13,4,Economics,100,2024
650,STU20230650,Ngozi,Adebayo,Female,2004-05-25,1,Computer Science,300,2024
651,STU20230651,David,Adebayo,Male,2006-03-15,2,Mathematics,400,2021
652,STU20230652,Emeka,Adeyemi,Male,2004-07-11,1,Computer Science,400,2021
653,STU20230653,Grace,Adeyemi,Male,2005-02-09,2,Mathematics,300,2022
654,STU20230654,Adaeze,Eze,Female,2003-02-17,1,Computer Science,400,2022
655,STU20230655,Daniel,Ibrahim,Male,2000-06-19,4,Economics,200,2022
656,STU20230656,Emeka,Okafor,Female,2002-05-24,2,Mathematics,400,2023
657,STU20230657,Adaeze,Nwosu,Male,1998-10-25,2,Mathematics,300,2021
658,STU20230658,Grace,Uche,Male,2005-04-07,4,Economics,400,2024
659,STU20230659,Grace,Eze,Male,2001-09-09,4,Economics,200,2021
660,STU20230660,Emeka,Okafor,Female,1998-03-28,2,Mathematics,100,2023
661,STU20230661,Victor,Eze,Male,1999-07-06,3,Accounting,200,2023
662,STU20230662,Grace,Adeyemi,Female,1998-02-25,2,Mathematics,300,2023
663,STU20230663,Victor,Ibrahim,Male,2004-09-03,3,Accounting,300,2024
664,STU20230664,Adaeze,Adebayo,Female,2006-07-17,2,Mathematics,200,2022
665,STU20230665,Adaeze,Adeyemi,Male,2005-12-23,1,Computer Science,300,2024
666,STU20230666,Ifeanyi,Olawale,Female,2000-10-19,3,Accounting,400,2024
667,STU20230667,Michael,Nwosu,Male,2002-04-01,4,Economics,100,2021
668,STU20230668,Samuel,Eze,Male,2004-07-02,4,Economics,300,2023
669,STU20230669,Chinedu,Obi,Female,2002-02-10,2,Mathematics,300,2023
670,STU20230670,Adaeze,Okeke,Female,2004-12-19,1,Computer Science,100,2022
671,STU20230671,Amaka,Okeke,Female,2005-01-21,2,Mathematics,200,2024
672,STU20230672,Samuel,Uche,Female,2005-07-24,2,Mathematics,100,2023
673,STU20230673,Daniel,Olawale,Male,2001-10-22,3,Accounting,300,2023
674,STU20230674,Emeka,Adebayo,Male,2003-07-21,1,Computer Science,200,2024
675,STU20230675,Esther,Eze,Female,2003-12-02,2,Mathematics,300,2024
676,STU20230676,Grace,Obi,Female,2005-05-07,1,Computer Science,300,2022
677,STU20230677,Amaka,Okafor,Male,1999-08-17,1,Computer Science,100,2024
678,STU20230678,Ngozi,Okeke,Female,2006-05-25,2,Mathematics,300,2022
679,STU20230679,Joy,Olawale,Male,2001-12-02,1,Computer Science,400,2024
680,STU20230680,Chinedu,Adebayo,Male,1999-06-15,1,Computer Science,100,2021
681,STU20230681,Chinedu,Adeyemi,Female,2001-06-07,3,Accounting,200,2023
682,STU20230682,Daniel,Okeke,Female,1999-05-05,3,Accounting,200,2023
683,STU20230683,Chinedu,Adeyemi,Male,2001-09-12,1,Computer Science,300,2023
684,STU20230684,Chioma,Adebayo,Male,2000-02-10,2,Mathematics,300,2024
685,STU20230685,Emeka,Okafor,Female,1998-02-13,1,Computer Science,100,2021
686,STU20230686,David,Nwosu,Female,2003-05-11,4,Economics,200,2021
687,STU20230687,Esther,Nwosu,Male,2005-02-15,4,Economics,300,2024
688,STU20230688,Ngozi,Obi,Male,2002-06-13,4,Economics,200,2023
689,STU20230689,Grace,Uche,Male,1999-08-04,3,Accounting,300,2024
